Date,Last Price,Open Interest,SMAVG (15)
2019-01-21,62.73,98820,86857
2019-01-18,62.74,99248,87019
2019-01-17,61.48,98789,87155
2019-01-16,61.72,97163,87373
2019-01-15,61.28,95284,87606
2019-01-14,59.78,94808,87925
2019-01-11,61.14,94525,88147
2019-01-10,62.35,87845,88247
2019-01-09,62.2,81250,88688
2019-01-08,59.6,79723,89323
2019-01-07,58.37,78491,89976
2019-01-04,57.95,77205,90623
2019-01-03,56.99,75005,91207
2019-01-02,56.09,72832,91923
2018-12-31,54.88,71865,92515
2018-12-28,54.18,101250,93048
2018-12-27,53.79,101296,91558
2018-12-26,55.64,102059,90070
2018-12-24,51.78,100654,88553
2018-12-21,55.01,100074,87072
2018-12-20,55.63,98136,94934
2018-12-19,58.25,96020,102733
2018-12-18,57.01,94453,110477
2018-12-17,60.42,90784,118191
2018-12-14,61.11,89514,126135
2018-12-13,62.2,88202,134243
2018-12-12,60.85,85965,142699
2018-12-11,60.92,85740,151335
2018-12-10,60.62,81710,159803
2018-12-07,62.39,79857,168556
2018-12-06,61.1,78907,177307
2018-12-05,62.4,78968,185811
2018-12-04,62.76,79305,194122
2018-12-03,62.21,78443,202075
2018-11-30,59.94,217999,209687
2018-11-29,60.58,215127,207678
2018-11-28,59.85,212187,205692
2018-11-27,61.05,210161,203913
2018-11-26,61.14,209938,201781
2018-11-23,59.78,211141,199641
2018-11-22,63.63,215040,197328
2018-11-21,64.53,215503,194615
2018-11-20,63.44,212764,186566
2018-11-19,67.57,213002,178607
2018-11-16,67.52,211121,170558
2018-11-15,67.41,206469,162606
2018-11-14,67.3,203636,154840
2018-11-13,66.67,198594,146882
2018-11-12,71.04,192627,138861
2018-11-09,71.11,187862,131194
2018-11-08,71.61,185339,123954
2018-11-07,72.54,185495,116895
2018-11-06,72.35,178189,109719
2018-11-05,73.05,177831,102999
2018-11-02,72.81,176454,96324
2018-11-01,72.96,174332,89741
2018-10-31,75.05,94775,83328
2018-10-30,75.79,93372,82169
2018-10-29,77.12,92274,81127
2018-10-26,77.28,91842,80074
2018-10-25,76.64,89982,79028
2018-10-24,76.14,84269,78100
2018-10-23,75.95,78265,77536
2018-10-22,78.99,77634,77494
2018-10-19,78.67,79263,77439
2018-10-18,78.17,79453,77527
2018-10-17,79.11,77853,77360
2018-10-16,80.5,77380,77095
2018-10-15,79.87,77713,76865
2018-10-12,79.31,77715,76413
2018-10-11,79.09,78129,75711
2018-10-10,81.74,77384,74769
2018-10-09,83.47,77746,73792
2018-10-08,82.61,76478,72644
2018-10-05,82.85,76163,71474
2018-10-04,83,76049,70361
2018-10-03,84.48,75814,69279
2018-10-02,83.07,77635,68103
2018-10-01,83.13,76806,66496
2018-09-28,81.24,80581,64803
2018-09-27,80.06,76950,62812
2018-09-26,79.46,73883,61030
2018-09-25,79.89,73936,59259
2018-09-24,79.26,70922,57472
2018-09-21,77.19,67195,55969
2018-09-20,77.14,63990,59591
2018-09-19,77.72,62731,63423
2018-09-18,77.38,60522,67263
2018-09-17,76.53,58932,71323
2018-09-14,76.39,59470,75473
2018-09-13,76.57,59812,79383
2018-09-12,78.02,58182,83257
2018-09-11,77.29,53524,87052
2018-09-10,75.8,51412,91245
2018-09-07,75.47,50714,95330
2018-09-06,75.14,50221,99400
2018-09-05,75.83,47318,103452
2018-09-04,76.85,47128,107642
2018-09-03,76.82,48385,111687
2018-08-31,76.63,121519,115619
2018-08-30,77.08,121477,114626
2018-08-29,76.68,120324,113464
2018-08-28,75.61,121424,112199
2018-08-27,75.9,121181,110820
2018-08-24,75.52,118131,109167
2018-08-23,74.72,117919,107754
2018-08-22,74.63,115102,106264
2018-08-21,72.58,116416,104842
2018-08-20,72.4,112689,104268
2018-08-17,72.01,111772,104120
2018-08-16,71.8,110995,103965
2018-08-15,71.24,110165,103626
2018-08-14,72.85,107799,103186
2018-08-13,72.99,107368,102602
2018-08-10,73.2,106626,102120
2018-08-09,72.53,104048,101390
2018-08-08,72.77,101356,100941
2018-08-07,74.96,100739,100463
2018-08-06,73.93,96380,99720
2018-08-03,73.35,96941,99324
2018-08-02,73.39,95558,98840
2018-08-01,72.48,93775,98218
2018-07-31,74.26,107810,97695
2018-07-30,75.62,110470,96139
2018-07-27,74.92,109444,94381
2018-07-26,75.47,105911,92677
2018-07-25,74.88,103564,91250
2018-07-24,74.18,99046,89973
2018-07-23,73.63,100127,89055
2018-07-20,73,95685,88021
2018-07-19,72.5,97315,90127
2018-07-18,72.68,94187,91805
2018-07-17,72.02,89593,93323
2018-07-16,71.6,90441,94831
2018-07-13,74.78,89674,96103
2018-07-12,74.15,86235,97296
2018-07-11,72.97,85921,98589
2018-07-10,77.47,84465,99509
2018-07-09,76.85,84114,100319
2018-07-06,75.94,83875,101148
2018-07-05,75.84,84511,101894
2018-07-04,76.37,84413,102551
2018-07-03,75.9,85273,103278
2018-07-02,75.53,84614,103870
2018-06-29,77.7,127275,104401
2018-06-28,76.32,122478,101958
2018-06-27,76.21,116970,99955
2018-06-26,74.88,112208,98161
2018-06-25,73.29,109524,96856
2018-06-22,73.91,107568,95383
2018-06-21,71.56,105630,93735
2018-06-20,72.9,99723,108430
2018-06-19,73.18,96603,123404
2018-06-18,73.6,96549,139031
2018-06-15,71.84,95069,154753
2018-06-14,74.33,94374,170616
2018-06-13,75.32,95308,186627
2018-06-12,74.47,94159,202575
2018-06-11,74.94,92572,218786
