Date,Last Price,Open Interest,SMAVG (15)
2016-11-16,50.05,194405,168577
2016-11-15,50.3,190418,161200
2016-11-14,47.99,191524,154030
2016-11-11,48.46,190657,146526
2016-11-10,49.67,189035,138888
2016-11-09,50.19,185157,131040
2016-11-08,49.9,182048,123210
2016-11-07,49.76,187483,115297
2016-11-04,49.04,187535,106950
2016-11-03,49.58,189213,98497
2016-11-02,50.01,191707,89964
2016-11-01,51.1,194549,81235
2016-10-31,50.94,86764,72426
2016-10-28,52.85,84135,70904
2016-10-27,53.82,84024,69487
2016-10-26,53.34,83749,67780
2016-10-25,54.17,82876,66076
2016-10-24,54.75,78958,64421
2016-10-21,54.86,76085,63054
2016-10-20,54.4,71318,62601
2016-10-19,55.35,67708,62464
2016-10-18,54.41,63350,62454
2016-10-17,54.04,62279,62750
2016-10-14,54.36,60739,62992
2016-10-13,54.48,61219,63278
2016-10-12,54.21,60779,63290
2016-10-11,54.72,62408,63241
2016-10-10,55.47,63927,62838
2016-10-07,54.32,62884,62313
2016-10-06,54.84,58416,61706
2016-10-05,54.23,58200,61404
2016-10-04,53.25,58038,60976
2016-10-03,53.23,58455,60569
2016-09-30,52.14,69299,60154
2016-09-29,51.69,69255,59070
2016-09-28,51.01,67569,57955
2016-09-27,48.58,67782,56942
2016-09-26,49.93,65911,55874
2016-09-23,48.53,65029,54910
2016-09-22,50.27,61401,53958
2016-09-21,49.26,60037,53141
2016-09-20,48.4,56366,57873
2016-09-19,48.41,56052,62722
2016-09-16,48.18,53782,67538
2016-09-15,48.88,53877,72517
2016-09-14,48.22,51787,77507
2016-09-13,49.44,51933,82477
2016-09-12,50.6,52230,87113
2016-09-09,50.23,53036,91479
2016-09-08,52.14,52537,95625
2016-09-07,50.08,52368,99704
2016-09-06,49.29,51764,103567
2016-09-05,49.58,51446,107212
2016-09-02,48.81,50760,110693
2016-09-01,47.48,49144,114036
2016-08-31,48.51,131012,117216
2016-08-30,50.36,129102,114719
2016-08-29,51.03,128297,112285
2016-08-26,51.7,128469,109915
2016-08-25,51.46,128718,107512
2016-08-24,50.94,126344,104944
2016-08-23,51.92,121462,102476
2016-08-22,51.18,117730,100325
2016-08-19,52.76,115224,98356
2016-08-18,52.68,113716,95991
2016-08-17,51.6,110311,93607
2016-08-16,50.98,106443,91481
2016-08-15,50.15,103668,89605
2016-08-12,48.87,100893,87956
2016-08-11,48.07,96848,86429
2016-08-10,46.34,93557,85092
2016-08-09,47.12,92594,83933
2016-08-08,47.45,92751,82870
2016-08-05,46.38,92424,81814
2016-08-04,46.39,90193,80689
2016-08-03,45.4,89330,79659
2016-08-02,44.29,89199,78632
2016-08-01,44.7,88185,77647
2016-07-29,45.54,79758,76748
2016-07-28,45.12,77946,76373
2016-07-27,45.87,78422,75933
2016-07-26,47.07,78303,75338
2016-07-25,47.11,78933,74588
2016-07-22,47.99,77999,73835
2016-07-21,48.48,76791,73133
2016-07-20,49.56,76173,74161
2016-07-19,49.14,76643,75128
2016-07-18,49.31,76916,75640
2016-07-15,49.98,75538,76192
2016-07-14,49.92,74749,76901
2016-07-13,48.96,73932,77643
2016-07-12,51.21,74417,78371
2016-07-11,49.24,74703,78774
2016-07-08,49.52,74133,78986
2016-07-07,49.11,71349,79101
2016-07-06,51.38,69494,79366
2016-07-05,50.49,67056,79601
2016-07-04,52.52,67639,79871
2016-07-01,52.71,67469,80138
2016-06-30,51.48,92209,80309
2016-06-29,53.13,90666,78762
2016-06-28,51.04,84327,77222
2016-06-27,49.45,85197,75991
2016-06-24,50.6,86172,74593
2016-06-23,53.16,85878,73041
2016-06-22,52.12,84855,71541
2016-06-21,52.74,80469,70088
2016-06-20,52.65,77884,87619
2016-06-17,51.12,75851,105428
2016-06-16,49.22,75322,123353
2016-06-15,50.89,73020,140794
2016-06-14,51.61,71105,158223
2016-06-13,52.11,71650,175390
2016-06-10,52.22,70037,192041
2016-06-09,53.56,69002,208786
2016-06-08,54.07,67560,225361
2016-06-07,53.05,65861,242204
2016-06-06,52.12,64231,258793
2016-06-03,51.16,62889,275537
2016-06-02,51.61,63380,292685
2016-06-01,51.34,63061,309982
2016-05-31,51.21,343430,326790
2016-05-30,51.67,345026,324381
2016-05-27,51.3,344726,322015
2016-05-26,51.37,336931,319712
2016-05-25,51.51,334461,317892
2016-05-24,50.61,328598,316394
2016-05-23,50.36,321429,315782
2016-05-20,50.59,321212,316021
2016-05-19,50.66,317621,301075
2016-05-18,50.77,320211,286419
2016-05-17,50.88,314683,271614
2016-05-16,50.48,315401,257229
2016-05-13,49.27,320102,242906
2016-05-12,49.68,322841,228244
2016-05-11,49.39,315174,213404
2016-05-10,47.61,307305,198993
2016-05-09,45.89,309529,184721
2016-05-06,47.39,310188,169207
2016-05-05,46.91,309632,153457
2016-05-04,46.56,311977,137719
2016-05-03,46.77,319423,121792
2016-05-02,47.61,325010,105257
2016-04-29,48.57,97028,88311
2016-04-28,48.93,97778,86645
2016-04-27,48.22,98139,84899
2016-04-26,47.01,98908,82960
2016-04-25,45.84,100549,80938
2016-04-22,46.48,100177,78682
2016-04-21,45.85,100236,76444
2016-04-20,46.91,99015,75306
2016-04-19,45.1,93227,74183
2016-04-18,43.89,76813,73384
2016-04-15,44.29,73940,73646
2016-04-14,45.12,73561,74132
2016-04-13,45.53,73071,74594
2016-04-12,45.81,71401,75004
2016-04-11,44.3,70816,75541
2016-04-08,43.33,72042,76094
2016-04-07,40.87,71595,76520
2016-04-06,41.59,69055,76732
2016-04-05,39.73,68567,77022
2016-04-04,39.82,66710,77344
2016-04-01,41.02,66617,77698
2016-03-31,42.27,83159,78061
2016-03-30,42.03,82178,77298
2016-03-29,41.74,81236,76243
2016-03-28,42.66,80747,75273
2016-03-24,42.82,81219,74395
2016-03-23,42.86,80494,73365
2016-03-22,44.3,79217,72289
2016-03-21,43.91,79461,71253
2016-03-18,43.5,79111,74653
2016-03-17,43.84,78441,77797
2016-03-16,42.85,74763,80689
2016-03-15,41.44,73409,83751
2016-03-14,42.23,73396,86984
2016-03-11,43.21,72016,89739
2016-03-10,42.74,72073,92548
2016-03-09,43.63,71704,95242
2016-03-08,42.43,66351,97490
2016-03-07,43.75,66688,100142
2016-03-04,41.65,67580,102664
2016-03-03,39.94,65771,105101
2016-03-02,39.85,64349,107350
2016-03-01,39.85,63677,109662
2016-02-29,39.09,130460,111814
2016-02-26,37.88,126278,109573
2016-02-25,38.24,121825,107431
2016-02-24,37.83,120695,105477
2016-02-23,36.79,121893,103398
2016-02-22,38.01,114724,100972
2016-02-19,36.41,114147,98530
2016-02-18,37.61,112495,95963
2016-02-17,38.03,105411,93346
2016-02-16,35.77,106135,91086
2016-02-15,36.9,104526,88669
2016-02-12,36.99,104130,86352
2016-02-11,33.96,99501,84023
2016-02-10,34.58,99032,81946
2016-02-09,34.14,95957,80085
2016-02-08,36.84,96841,78180
2016-02-05,37.85,94152,75900
2016-02-04,38.21,92515,73817
2016-02-03,38.65,89514,73895
2016-02-02,36.68,85501,73831
2016-02-01,38.16,78098,73893
2016-01-29,39.14,75630,74300
2016-01-28,37.79,73253,74744
2016-01-27,36.93,71503,75077
2016-01-26,35.46,69886,75406
2016-01-25,34.29,69773,75748
2016-01-22,35.61,69183,76053
2016-01-21,32.38,68349,76347
2016-01-20,31.52,71125,76731
2016-01-19,32.28,67378,76752
2016-01-18,31.85,62644,77003
2016-01-15,32.56,62905,77550
2016-01-14,34.03,93680,77997
2016-01-13,33.61,88555,76261
2016-01-12,34.42,86437,74806
2016-01-11,35.53,84199,73449
2016-01-08,37.6,82293,72074
2016-01-07,37.68,78243,77336
2016-01-06,38.27,76444,82791
2016-01-05,40.29,75013,88047
2016-01-04,40.98,74343,93499
2015-12-31,41.07,73604,98724
2015-12-30,40.24,74108,104097
2015-12-29,41.51,71439,109425
2015-12-28,40.5,71141,115163
2015-12-24,41.73,70850,120810
2015-12-23,41.15,69613,126468
2015-12-22,39.97,67626,132158
2015-12-21,40.28,66739,138094
2015-12-18,40.89,66079,144565
2015-12-17,41.3,63574,150883
2015-12-16,40.76,161225,157427
2015-12-15,42.1,160072,157478
2015-12-14,41.56,155275,157851
2015-12-11,41.92,156803,158434
2015-12-10,43.52,152713,158757
2015-12-09,43.64,154204,159086
2015-12-08,43.84,154017,159135
2015-12-07,44.31,157514,159094
2015-12-04,46.38,155841,158878
2015-12-03,47.36,155718,153967
2015-12-02,46.27,154964,148765
2015-12-01,47.83,156665,143667
2015-11-30,48.03,163806,138273
2015-11-27,48.46,160861,132255
2015-11-26,49.23,161724,126264
2015-11-25,49.95,161992,120210
2015-11-24,50.02,165671,114132
2015-11-23,48.65,164024,107688
2015-11-20,48.42,161639,101273
2015-11-19,48.14,157653,94843
2015-11-18,48.17,154936,88870
2015-11-17,47.64,153404,83059
2015-11-16,48.71,154276,77295
2015-11-13,47.65,82173,71390
2015-11-12,48.32,77690,70092
2015-11-11,49.65,78495,68978
2015-11-10,51.13,75746,67677
2015-11-09,50.93,73547,66444
2015-11-06,51.13,70993,65434
2015-11-05,51.71,70911,64478
2015-11-04,52.27,70825,67195
2015-11-03,54.29,69005,69857
2015-11-02,52.64,67799,72569
2015-10-30,53.23,65187,75197
2015-10-29,52.57,68070,78012
2015-10-28,52.78,67763,80659
2015-10-27,50.48,66948,83424
2015-10-26,51.2,65691,86432
2015-10-23,51.53,62711,89405
2015-10-22,51.73,60984,92619
2015-10-21,51.38,58970,96036
2015-10-20,52.19,57259,99355
2015-10-19,52.03,58389,102711
2015-10-16,53.66,56661,105884
2015-10-15,52.34,111657,109124
2015-10-14,52.49,110764,108761
2015-10-13,52.43,109686,108403
2015-10-12,52.82,107222,107949
2015-10-09,55.28,107407,107377
2015-10-08,55.62,107779,106641
2015-10-07,54.15,109230,105843
2015-10-06,54.87,112066,104924
2015-10-05,52.45,110285,108837
2015-10-02,51.39,110931,112867
2015-10-01,51.01,112239,116752
2015-09-30,51.62,108747,120374
2015-09-29,51.44,107604,124070
2015-09-28,50.72,105983,127600
2015-09-25,52.03,105267,131143
2015-09-24,51.69,106198,134727
2015-09-23,51.34,105402,138229
2015-09-22,52.72,102876,141774
2015-09-21,52.48,98647,145355
2015-09-18,51.03,96364,149085
2015-09-17,52.6,95801,152895
2015-09-16,53.34,95454,156689
2015-09-15,50.81,170761,160433
2015-09-14,50.56,170738,158893
2015-09-11,52.12,169205,157035
2015-09-10,52.92,166569,155089
2015-09-09,51.58,164184,153123
2015-09-08,53.33,160553,151161
2015-09-07,51.42,159128,149234
2015-09-04,53.36,159029,146920
2015-09-03,54.37,158720,143236
2015-09-02,54.06,158586,139253
2015-09-01,53.14,156584,134966
2015-08-31,57.85,154594,130659
2015-08-28,53.74,153515,126278
2015-08-27,51.25,152712,121764
2015-08-26,46.82,151615,117117
2015-08-25,47.05,147658,112531
2015-08-24,46.44,142878,108030
2015-08-21,49.01,140006,103793
2015-08-20,50.18,137085,99584
2015-08-19,50.81,134752,95458
2015-08-18,52.53,131650,91402
2015-08-17,52.68,124411,87153
2015-08-14,52.46,103780,83283
2015-08-13,52.81,98970,80652
2015-08-12,53.23,94285,78289
2015-08-11,52.78,91981,76200
2015-08-10,53.98,88878,74298
2015-08-07,52.29,85795,72620
2015-08-06,52.99,83016,71135
2015-08-05,52.99,82817,71021
2015-08-04,53.58,80144,70857
2015-08-03,53.02,79320,70731
2015-07-31,55.55,76878,70447
2015-07-30,56.6,75196,70256
2015-07-29,56.62,73914,70127
2015-07-28,56.24,67914,70014
2015-07-27,56.23,66356,70321
2015-07-24,57.15,64322,70620
2015-07-23,57.78,63512,71068
2015-07-22,58.55,62958,71587
2015-07-21,59.48,63451,72100
2015-07-20,58.9,63703,72611
2015-07-17,59.26,63523,73085
2015-07-16,58.79,81309,73501
2015-07-15,58.9,80355,72745
2015-07-14,60.65,78260,72100
2015-07-13,60.22,75057,71538
2015-07-10,60.94,74011,71149
2015-07-09,60.72,73257,70803
2015-07-08,59.39,72219,70353
2015-07-07,59.49,72528,69714
2015-07-06,59.22,70831,69026
2015-07-03,62.95,71043,80070
2015-07-02,64.47,71301,91288
2015-07-01,64.48,70646,102334
2015-06-30,66.2,71116,113447
2015-06-29,64.87,70821,124472
2015-06-26,65.98,69763,135258
2015-06-25,65.96,69964,146129
2015-06-24,66.5,70677,156762
2015-06-23,67.45,69833,167419
2015-06-22,66.57,69228,177816
2015-06-19,66.23,68824,188320
2015-06-18,67.31,66502,198968
2015-06-17,67.02,62626,209735
2015-06-16,66.75,62208,220868
2015-06-15,66.17,236493,231803
2015-06-12,66.61,239321,231106
2015-06-11,67.75,236993,230206
2015-06-10,68.33,237342,229567
2015-06-09,67.34,236479,229005
2015-06-08,65.21,232617,228603
2015-06-05,66.04,232821,228498
2015-06-04,64.72,229472,228485
2015-06-03,66.47,230527,217544
2015-06-02,67.9,225785,206550
2015-06-01,67.09,226794,195651
2015-05-29,67.78,228542,184511
2015-05-28,64.9,228009,173199
2015-05-27,64.42,229610,161855
2015-05-26,65.92,226239,150463
2015-05-25,67.66,226036,139253
2015-05-22,67.54,225823,127971
2015-05-21,68.46,227412,116599
2015-05-20,67.12,228903,105084
2015-05-19,66.24,230453,93456
2015-05-18,68.41,231045,81638
2015-05-15,69.05,232619,69727
2015-05-14,68.73,65367,57677
2015-05-13,69.09,65617,56690
2015-05-12,69.2,62303,55679
2015-05-11,67.71,59688,54878
2015-05-08,68.18,58862,54216
2015-05-07,68.1,57850,53587
2015-05-06,70.34,58730,52987
2015-05-05,70.31,58092,53529
2015-05-04,69.37,56807,54140
2015-05-01,69.16,55230,54664
2015-04-30,69.3,54687,55232
2015-04-29,68.66,54483,55888
2015-04-28,67.57,53184,56535
2015-04-27,67.85,52382,57329
2015-04-24,68.07,51868,58125
2015-04-23,67.67,50562,58911
2015-04-22,65.93,50454,59836
2015-04-21,65.37,50295,60654
2015-04-20,66.51,49756,61570
2015-04-17,66.38,49420,62493
2015-04-16,66.76,48855,63426
2015-04-15,65.89,66855,64282
2015-04-14,62.56,67256,63778
2015-04-13,61.85,64672,63174
2015-04-10,61.8,63749,62634
2015-04-09,60.7,64534,62164
2015-04-08,59.71,64186,61586
2015-04-07,62.9,65094,61016
2015-04-06,62.32,64316,64009
2015-04-02,59.41,63660,67057
2015-04-01,61.45,64443,70003
2015-03-31,59.53,62717,72516
2015-03-30,60.53,64038,74819
2015-03-27,60.26,63607,77007
2015-03-26,62.81,63412,79053
2015-03-25,60.5,61695,80752
2015-03-24,59.49,59298,82493
2015-03-23,60.28,58184,84141
2015-03-20,59.71,56577,85795
2015-03-19,58.77,56696,87608
2015-03-18,60.3,55872,89294
2015-03-17,58.03,55626,91149
2015-03-16,57.8,110000,93081
2015-03-13,58.49,110030,91325
2015-03-12,60.67,107850,89485
2015-03-11,61.29,102143,87768
2015-03-10,60.4,97263,86338
2015-03-09,62.4,96849,85061
2015-03-06,63.33,94303,83697
2015-03-05,64.06,88890,82499
2015-03-04,64.46,87821,80625
2015-03-03,65.22,84018,78981
2015-03-02,63.63,82989,77494
2015-02-27,66.32,83775,76243
2015-02-26,64,81976,74768
2015-02-25,65.65,83703,73318
2015-02-24,62.95,84609,71660
2015-02-23,63.08,83663,69893
2015-02-20,63.76,82429,68105
2015-02-19,63.99,82088,66531
2015-02-18,64.52,80695,65015
2015-02-17,66.14,78110,63496
2015-02-16,65,76380,62043
2015-02-13,65.48,76339,60608
2015-02-12,63.22,60785,59115
2015-02-11,60.39,63149,58593
2015-02-10,61.8,61717,57778
2015-02-09,63.47,64228,56970
2015-02-06,62.55,61642,56071
2015-02-05,61.42,60239,55373
2015-02-04,59.28,58833,56470
2015-02-03,63.07,58101,57603
2015-02-02,59.78,56840,58390
2015-01-30,58.06,58823,58891
2015-01-29,54.56,59349,59058
2015-01-28,54.2,57898,58918
2015-01-27,55.2,56317,58717
2015-01-26,53.99,54857,58682
2015-01-23,54.28,53946,58733
2015-01-22,53.94,52961,58848
2015-01-21,54.35,50923,59140
2015-01-20,53.52,49593,59507
2015-01-19,54.56,50743,59945
2015-01-16,55.92,51179,60280
2015-01-15,53.19,76682,60608
2015-01-14,54.67,75830,59218
2015-01-13,52.92,69907,57815
2015-01-12,53.77,64357,56726
2015-01-09,56,61331,55923
2015-01-08,56.35,57244,55260
2015-01-07,56.25,54887,60863
2015-01-06,56.38,55783,66470
2015-01-05,58.41,55627,71632
2015-01-02,61.11,55670,76755
2014-12-31,62.1,57346,81849
2014-12-30,62.35,56428,86987
2014-12-29,62.11,56158,92116
2014-12-26,63.52,55778,97181
2014-12-24,64.23,56099,102254
2014-12-23,65.56,55825,107217
2014-12-22,64,54779,111940
2014-12-19,64.95,53577,116546
2014-12-18,62.73,52311,121110
2014-12-17,64.29,51391,125751
2014-12-16,62.63,141282,130584
2014-12-15,63.82,138991,129345
2014-12-12,64.95,133213,128380
2014-12-11,66.71,132480,128006
2014-12-10,67.24,132078,127486
2014-12-09,69.82,134421,126902
2014-12-08,69.4,133354,126040
2014-12-05,72.05,132138,125181
2014-12-04,72.54,131873,124409
2014-12-03,72.94,130548,119650
2014-12-02,73.17,126664,114860
2014-12-01,74.99,123873,110252
2014-11-28,72.74,122027,105742
2014-11-27,75.04,121939,101267
2014-11-26,80.08,123879,96745
2014-11-25,80.67,122702,92003
2014-11-24,82.17,124504,87292
2014-11-21,82.84,127613,82457
2014-11-20,81.5,124678,77403
2014-11-19,80.57,123316,72486
2014-11-18,81.08,121497,67571
2014-11-17,81.83,120463,62812
2014-11-14,82.08,120557,58095
2014-11-13,79.85,60495,53312
2014-11-12,83.53,58700,52454
2014-11-11,84.81,57537,51734
2014-11-10,85.16,56229,51145
2014-11-07,86.13,54896,50433
2014-11-06,85.63,54104,49831
2014-11-05,85.56,52752,50049
2014-11-04,85.44,52042,50217
2014-11-03,87.33,51970,50353
2014-10-31,88.28,51814,50694
2014-10-30,88.63,50918,51075
2014-10-29,89.53,49592,51339
2014-10-28,88.53,50104,51440
2014-10-27,88.11,49717,51406
2014-10-24,88.37,48804,51367
2014-10-23,88.76,47628,51428
2014-10-22,86.79,47903,51454
2014-10-21,87.91,48696,51481
2014-10-20,87.56,45561,51441
2014-10-17,88.31,45867,51592
2014-10-16,87.67,57363,51685
2014-10-15,86.02,55271,50991
2014-10-14,87.45,54093,50421
2014-10-13,91.57,57074,49817
2014-10-10,92.36,57530,48986
2014-10-09,92.08,54879,48074
2014-10-08,93.46,51113,47286
2014-10-07,94.21,49594,46766
2014-10-06,95.04,49132,46311
2014-10-03,94.51,49723,48028
2014-10-02,95.6,48015,49789
2014-10-01,96.52,48305,51436
2014-09-30,96.99,48097,52829
2014-09-29,99.32,47826,54014
2014-09-26,99.37,47257,55129
2014-09-25,99.39,46961,56016
2014-09-24,99.45,46714,56769
2014-09-23,99.42,45032,57472
2014-09-22,99.52,44610,58123
2014-09-19,100.53,43850,58688
2014-09-18,100.07,43056,59433
2014-09-17,100.99,43323,60162
2014-09-16,101.26,42758,60861
2014-09-15,100.1,74895,61536
2014-09-12,100.25,76138,60071
2014-09-11,100.98,72725,58531
2014-09-10,101.05,69193,57198
2014-09-09,101.99,65867,56065
2014-09-08,102.67,64562,54916
2014-09-05,102.94,60552,53804
2014-09-04,103.54,58259,53104
2014-09-03,104.6,57264,52970
2014-09-02,102.38,54792,53029
2014-09-01,104.12,53081,53070
2014-08-29,104.69,55037,53020
2014-08-28,104.26,53989,52853
2014-08-27,104.89,53796,52609
2014-08-26,104.63,52888,52269
2014-08-25,104.64,52925,51844
2014-08-22,104.37,53031,51378
2014-08-21,104.55,52740,50790
2014-08-20,104.09,52192,49854
2014-08-19,103.6,48633,48942
2014-08-18,103.34,47887,48325
2014-08-15,104.82,50048,47738
2014-08-14,103.65,56245,47012
2014-08-13,106.32,58150,45895
2014-08-12,105.33,55409,44581
2014-08-11,106.43,52330,43414
2014-08-08,106.28,52527,42388
2014-08-07,106.81,50337,41390
2014-08-06,106.19,48692,40687
2014-08-05,106,46507,41614
2014-08-04,106.61,45936,42667
2014-08-01,106.39,44219,44111
2014-07-31,106.89,38697,45575
2014-07-30,107.28,38516,46843
2014-07-29,107.97,39374,48004
2014-07-28,107.54,39077,49093
2014-07-25,108.26,39161,50263
2014-07-24,107.11,39500,51561
2014-07-23,107.75,38436,52846
2014-07-22,107.04,37898,54328
2014-07-21,107.69,36938,55866
2014-07-18,106.84,37558,57595
2014-07-17,107.16,39795,59346
2014-07-16,107.16,62594,60932
2014-07-15,107.25,62301,61009
2014-07-14,108.29,67607,61131
2014-07-11,107.53,66169,60757
2014-07-10,108.54,57725,60457
2014-07-09,107.8,55929,60623
2014-07-08,108.13,55706,60929
2014-07-07,108.94,56633,61159
2014-07-04,109.21,58623,61285
2014-07-03,109.54,58771,70600
2014-07-02,109.95,60667,79968
2014-07-01,110.56,60980,88717
2014-06-30,110.37,62868,97298
2014-06-27,110.94,63824,105395
2014-06-26,110.82,63582,112999
2014-06-25,111.49,63752,120456
2014-06-24,112.12,64125,127752
2014-06-23,111.64,61996,134841
2014-06-20,111.9,61678,141923
2014-06-19,111.89,60218,148720
2014-06-18,111.24,60507,155599
2014-06-17,110.55,59162,162551
2014-06-16,109.99,58523,169810
2014-06-13,109.76,198346,177151
2014-06-12,109.78,199287,175436
2014-06-11,107.25,191913,173385
2014-06-10,106.72,189690,172060
2014-06-09,106.88,184323,171217
2014-06-06,105.78,177877,170444
2014-06-05,106.16,175442,169820
2014-06-04,105.72,173193,162477
2014-06-03,106.05,170460,155204
2014-06-02,106.05,168221,148078
2014-05-30,106.36,163645,140907
2014-05-29,106.83,163399,133962
2014-05-28,106.88,164783,126786
2014-05-27,107.03,168050,119430
2014-05-26,107.23,168633,111793
2014-05-23,107.4,172630,104180
2014-05-22,107.09,168521,96217
2014-05-21,107.3,172029,88510
2014-05-20,106.49,177042,80501
2014-05-19,106.11,172733,72022
2014-05-16,106.47,168521,63819
2014-05-15,106.56,65290,55814
2014-05-14,106.68,64103,54689
2014-05-13,106.13,63564,53553
2014-05-12,105.52,60663,52469
2014-05-09,104.98,59464,51529
2014-05-08,105.27,55757,50663
2014-05-07,105.4,54454,50052
2014-05-06,104.23,53493,50834
2014-05-05,104.8,54441,51664
2014-05-02,105.6,53178,52449
2014-05-01,105.01,52923,53153
2014-04-30,105.21,51885,53815
2014-04-29,106.09,49855,54466
2014-04-28,105.42,49690,55068
2014-04-25,106.74,48445,55494
2014-04-24,107.58,48424,55900
2014-04-23,106.76,47057,56248
2014-04-22,106.8,47309,56693
2014-04-21,107.2,46566,56971
2014-04-17,106.86,46467,57267
2014-04-16,107,46596,57556
2014-04-15,107.31,66186,57843
2014-04-14,107.11,65934,56717
2014-04-11,105.86,66219,55642
2014-04-10,105.99,63737,54542
2014-04-09,106.33,62860,53632
2014-04-08,105.97,61639,52734
2014-04-07,104.42,58897,51866
2014-04-04,105.03,56076,51066
2014-04-03,104.6,54533,53422
2014-04-02,103.45,53640,55766
2014-04-01,104.01,53741,58040
2014-03-31,105.89,51475,60080
2014-03-28,106.11,51003,62100
2014-03-27,105.88,50810,64196
2014-03-26,105.19,50892,66239
2014-03-25,104.91,49294,68201
2014-03-24,104.72,49810,70091
2014-03-21,104.67,49726,71918
2014-03-20,104.38,50081,73671
2014-03-19,103.93,49390,75359
2014-03-18,104.75,48629,77031
2014-03-17,104.24,46887,78709
2014-03-14,106.53,91414,80546
2014-03-13,105.46,89693,79353
2014-03-12,105.69,87749,78231
2014-03-11,106.13,84353,77183
2014-03-10,105.8,81764,76332
2014-03-07,106.68,82447,75589
2014-03-06,105.8,81452,74802
2014-03-05,105.55,80325,73901
2014-03-04,107.1,77648,72829
2014-03-03,108.79,77218,71740
2014-02-28,106.93,76016,70534
2014-02-27,106.72,75401,69305
2014-02-26,107.05,74464,67771
2014-02-25,106.96,73807,66259
2014-02-24,108.16,74435,64771
2014-02-21,107.55,73526,63241
2014-02-20,108.1,72853,61653
2014-02-19,108.15,72029,60112
2014-02-18,108.15,71599,58645
2014-02-17,107.15,70611,57199
2014-02-14,106.98,70640,55814
2014-02-13,107,67947,54387
2014-02-12,106.87,64238,53152
2014-02-11,106.68,61318,52126
2014-02-10,106.31,59125,51194
2014-02-07,107.14,57578,50379
2014-02-06,105.14,52398,49692
2014-02-05,104.22,51783,49179
2014-02-04,103.59,51492,48682
2014-02-03,103.69,51479,48223
2014-01-31,104.13,49703,47690
2014-01-30,105.49,49742,47174
2014-01-29,105.5,50020,46576
2014-01-28,105.33,49906,45883
2014-01-27,104.46,49843,45107
2014-01-24,105.45,49231,44343
2014-01-23,105.25,49424,43432
2014-01-22,105.72,48841,42496
2014-01-21,104.48,47349,41587
2014-01-20,104.09,46890,40740
2014-01-17,104.41,47281,39910
2014-01-16,104.3,44697,38958
2014-01-15,105.05,44336,38149
2014-01-14,104.38,44596,37365
2014-01-13,104.64,43490,36603
2014-01-10,105.35,41958,35964
2014-01-09,104.87,40779,35419
2014-01-08,105.43,39628,41078
2014-01-07,105.73,38259,46825
2014-01-06,105.32,38387,52648
2014-01-03,105.18,35559,58261
2014-01-02,106.44,35387,63839
2013-12-31,109.02,35206,69079
2013-12-30,109.42,34646,74647
2013-12-27,109.96,34436,80166
2013-12-26,109.96,,
2013-12-24,109.94,33008,85436
2013-12-23,109.67,32553,90709
2013-12-20,109.63,32576,96052
2013-12-19,108.6,33173,101323
2013-12-18,108,33899,106492
2013-12-17,107.13,33786,111632
2013-12-16,108.18,125670,116898
2013-12-13,107.35,125836,116190
2013-12-12,107.55,125594,115406
2013-12-11,108.75,122591,114607
2013-12-10,108.34,119223,114063
2013-12-09,108.29,113989,113772
2013-12-06,110.05,118720,113854
2013-12-05,109.35,117430,113518
2013-12-04,110.11,113495,109217
2013-12-03,110.79,112107,105044
2013-12-02,109.86,112689,100807
2013-11-29,108.29,111646,96290
2013-11-28,109.25,110707,91631
2013-11-27,109.55,110996,86991
2013-11-26,108.99,112776,82388
2013-11-25,109.06,115056,77585
2013-11-22,109.04,114069,72402
2013-11-21,107.96,113615,67264
2013-11-20,106.19,114429,62082
2013-11-19,105.28,114859,56832
2013-11-18,106.57,115219,51511
2013-11-15,106.75,113677,46101
2013-11-14,106.83,52920,40730
2013-11-13,105.76,50890,39402
2013-11-12,104.32,48551,38112
2013-11-11,104.95,44939,37012
2013-11-08,104,41761,36105
2013-11-07,103.02,41103,35385
2013-11-06,104.32,41963,34683
2013-11-05,104,40717,36383
2013-11-04,104.61,37322,38132
2013-11-01,104.49,36997,40049
2013-10-31,106.69,35876,41965
2013-10-30,107.33,35693,43846
2013-10-29,106.34,35034,45622
2013-10-28,106.67,34072,47305
2013-10-25,104.9,33113,48916
2013-10-24,104.58,32993,50502
2013-10-23,105.2,31546,52073
2013-10-22,106.96,32053,53757
2013-10-21,106.75,31337,55340
2013-10-18,107.12,30961,56938
2013-10-17,106.31,30575,58489
2013-10-16,108.2,67451,60101
2013-10-15,107.02,66964,59233
2013-10-14,107.63,66075,58423
2013-10-11,107.79,65739,57647
2013-10-10,108.29,64081,56878
2013-10-09,105.85,62342,56251
2013-10-08,106.81,60278,55755
2013-10-07,106.24,58232,55346
2013-10-04,105.65,56904,55021
2013-10-03,105.02,56562,55770
2013-10-02,105.34,56807,56433
2013-10-01,104.29,55797,56930
2013-09-30,104.5,55307,57389
2013-09-27,104.59,54215,57837
2013-09-26,105.13,54757,58209
2013-09-25,104.26,54430,58390
2013-09-24,104.75,54824,58484
2013-09-23,104.64,54431,58479
2013-09-20,105.27,54205,58440
2013-09-19,105.14,54674,58389
2013-09-18,106.57,54906,58301
2013-09-17,104.43,54142,58198
2013-09-16,105.78,53349,57961
2013-09-13,107.54,68139,57806
2013-09-12,107.75,66513,56702
2013-09-11,106.64,64258,55707
2013-09-10,106.34,62688,54848
