underlying,35,36,37,38,39,40,41,42,43,44,45,46
35.0,2.0831725670130856,2.6472861428781562,3.28239330565822,3.9823918718084554,4.739991636041699,5.547360271401115,6.396673795609395,7.280535564160206,8.192255708901289,9.12600308827434,10.076853419977093,11.040761513827512
36.0,1.6527451507904167,2.142691783213463,2.7057941617342354,3.338068389713753,4.033802878020298,4.786160080291404,5.587758275589539,6.431173917550917,7.30933161274658,8.215772382740717,9.144808393705576,10.09158298211171
37.0,1.2931473698878193,1.711254726034511,2.2022109994138406,2.764355704773309,3.3939397576824244,4.085607629916713,4.832936743094918,5.628962626787681,6.466637833733712,7.339194622715507,8.240401368407145,9.164717894885431
38.0,0.998144212839287,1.3488340611411833,1.7698177033822795,2.261730215614211,2.8229666421477706,3.4499928987862893,4.137778798665404,4.8802828638681435,5.670927362530652,6.503018008605962,7.370081092032,8.266107712072259
39.0,0.7603520976895357,1.049591142776148,1.4047161538710329,1.828429965409698,2.321249431814585,2.8816232572374547,3.5062146838711676,4.190291462386639,4.928162724503609,5.713609556280217,6.540269275010618,7.401948727549354
40.0,0.5718852882356308,0.8065974930576362,1.1014292006986448,1.4607792240227986,1.8870878063812215,2.3807686480149624,2.940322196344032,3.5625932064889168,4.243122854688875,4.976543379131369,5.756969121263559,6.578348785287537
41.0,0.42490223008643807,0.6124173741556089,0.8534457902190796,1.153631302644282,1.5170102188283114,1.9457878821671228,2.440287864215329,2.99906042554347,3.6191176451836213,4.296252142958352,5.025394408751866,5.800968620847011
42.0,0.3120175831894129,0.4596067621795337,0.6537471156884521,0.9008586948238256,1.206172744026962,1.5733972993238186,2.0045271672820952,2.4998070804157067,3.0578351935382555,3.6757781437911357,4.349660232564752,5.074687698749977
43.0,0.226573581549786,0.34109731617926026,0.495262787996327,0.6958292528614548,0.9488009064538773,1.259030951761381,1.6299297038459244,2.0633029178937425,2.5593262966160806,3.1166439995603614,3.732565707091627,4.403329593663805
44.0,0.16278412479090443,0.2504574730822364,0.371228330775891,0.5318236704132584,0.7386214958830222,0.9972398541215506,1.312185265616869,1.6865976293543739,2.1221126398571037,2.6188455128164545,3.1754845655428254,3.7894721095890422
45.0,0.11577613908534518,0.18204004113843048,0.2754352337049568,0.40236813490650924,0.5692450681858462,0.7820843356903078,1.0461454558970893,1.3656167450472247,1.7433921279532254,2.1809540609975624,2.678364729016828,3.234354811913376
45.75,0.08909990538278818,0.1423860885337597,0.21878428503477682,0.3243238873749462,0.46524812595998666,0.6476618164431679,0.8771690205434708,1.1585409993876459,1.4954490636916347,1.8902862905554507,2.344089078670275,2.8565566778394236
