Underlying,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
32,3.925723716189585,3.9974514843331694,4.069991091193076,4.14326045316578,4.21718744436151,4.291708472317748,4.366767256221845,4.442313825073285,4.518303675918728,4.594697027797166,4.671458228777085,4.748555236359046,4.825959142979608,4.903643830046739,4.981585619321215,5.059762983621438,5.138156334902188,5.216747739995852,5.295520830601562,5.3744605577034505,5.4535530938687184,5.532785698459782,5.612146609512654,5.69162493445902,5.77121058574146,5.850894183830034,5.930667009475952,6.010520930756521,6.090448356527668,6.170442169549416,6.250495713550525,6.330602743500213,6.410757388394078,6.4909541005636955,6.571187661845322,6.651453148936814,6.731745898982166,6.812061491334938,6.892395730853155,6.97274464530967
33,3.2737837747613,3.353364288403292,3.4333189846794445,3.513606202534621,3.5941896618829516,3.6750376009341825,3.7561221018831317,3.837418485202723,3.9189048820876615,4.00056180476489,4.082371837943012,4.164319347837883,4.2463902668588425,4.328571886514939,4.4108526788289915,4.493222160606897,4.575670780357113,4.658189808379662,4.740771203496848,4.823407600978487,4.906092196957726,4.988818694778136,5.071581272103061,5.154374496381094,5.237193322676517,5.320033039203734,5.402889228384845,5.485757752515717,5.56863472923223,5.651516489347136,5.7343995781739645,5.817280726351246,5.9001568397303785,5.983024968368283,6.065882331372285,6.148726264430339,6.231554224809107,6.314363784077746,6.397152616548219,6.479918500314143
34,2.6952324871579383,2.780208414533147,2.8652637630028766,2.950386881810968,3.0355676081551963,3.120796990460099,3.2060671364470235,3.291371010288371,3.376702326691393,3.4620554357064384,3.54742523746569,3.632807094731224,3.718196783902119,3.8035904439304318,3.8889845083802927,3.97437568734822,4.059760935558906,4.145137404302764,4.230502447397857,4.315853582902551,4.4011884681306475,4.486504886948382,4.571800751644194,4.657074086080611,4.742322986952882,4.827545656521482,4.912740370936052,4.9979054671302094,5.083039354966093,5.168140498153804,5.253207417339782,5.3382386724706095,5.42323288330873,5.508188693970316,5.593104795297725,5.677979917493128,5.762812804330986,5.847602244483281,5.93234704229287,6.01704604065732
35,2.1906529843000215,2.2782654461688865,2.3658554373765517,2.453422091655357,2.5409645402486905,2.6284819113857103,2.7159733415528433,2.803437970209612,2.890874929982678,2.978283360733635,3.0656624050475934,3.153011199196888,3.240328886658859,3.327614612393281,3.4148675218653253,3.5020867585112527,3.589271468483505,3.6764208003258516,3.7635339058687363,3.850609935827773,3.9376480404448113,4.024647371015181,4.111607083904767,4.198526336010163,4.285404282399693,4.372240081411765,4.459032891581983,4.54578187413456,4.632486191951205,4.719145009592445,4.8057574910808185,4.892322800547885,4.97884010856987,5.065308582680708,5.151727394040695,5.238095717453032,5.3244127240606804,5.410677588904494,5.496889489639874,5.5830476026324725
36,1.7581078558745806,1.8455820649838393,1.9331353767052353,2.020756096870926,2.108433993083136,2.1961600882130248,2.2839264229675087,2.3717259279751475,2.4595522747064034,2.5473997796885937,2.6352632986379074,2.723138161993984,2.811020109649642,2.898905240229516,2.9867899570521823,3.0746709383787008,3.162545109091328,3.2504095930246946,3.3382617090337807,3.42609894031605,3.513918912313254,3.601719398617418,3.689498268139717,3.777253512037495,3.8649832051687874,3.952685533891588,4.040358727944344,4.128001107495071,4.21561105441309,4.303187006478764,4.39072745204338,4.478230933989269,4.565696044946945,4.653121397600993,4.74050565657875,4.827847528741327,4.915145731727374,5.002399038822657,5.089606220807464,5.176766093819841
37,1.3935285466816683,1.4783243122411482,1.5634788951665066,1.6489519204046084,1.734708242456778,1.8207170928180472,1.9069514164030976,1.9933873222642617,2.0800036171867435,2.1667814165817463,2.2537038558909477,2.340755784003559,2.427923550398028,2.515194826208021,2.602558431032569,2.690004189178947,2.77752281698976,2.865105820682284,2.952745393213762,3.0404343519128014,3.1281660811499625,3.2159344328607213,3.303733716937198,3.391558638296115,3.4794042548116173,3.5672659683690258,3.6551394372499493,3.743020608291114,3.8309056602089884,3.9187909927442575,4.006673195800039,4.094549063592869,4.1824155244675785,4.270269676843021,4.358108763065356,4.445930136587827,4.533731279010304,4.621509776220362,4.709263329409625,4.796989705942025
38,1.091242039117391,1.1712389113424189,1.2520014565800668,1.3334507756306184,1.4155177131445629,1.4981413873721738,1.5812680451256922,1.6648500080093642,1.7488448746773817,1.8332147903738238,1.9179258657915772,2.0029476396095336,2.0882526948586957,2.1738162424656147,2.259615810352751,2.3456310091170627,2.4318432445987654,2.518235548200627,2.604792382876588,2.6914994913323063,2.7783437623740816,2.865313112835444,2.9523963829059596,3.0395832382398766,3.1268641005121767,3.214230052600803,3.3016728072255734,3.389184627193376,3.4767582810257496,3.564386992753141,3.652064415545225,3.739784579328663,3.8275418662536977,3.915330980289403,4.003146923042175,4.090984969082824,4.178840634719415,4.266709670188012,4.354588045833768,4.442471928103518
39,0.8445452293176384,0.9181495949524864,0.9929902026159845,1.068949305183359,1.1459225202807253,1.2238170799157402,1.3025503390099777,1.382048457738986,1.4622453279814784,1.5430815839456415,1.624503791140871,1.7064637404230836,1.7889178214170645,1.8718265113037051,1.9551538779359512,2.038867216876999,2.122936668018602,2.207334932944159,2.2920369720367297,2.3770198138044543,2.4622623118688995,2.5477449649129946,2.6334497729037922,2.7193600691171733,2.805460428860964,2.8917365037514853,2.9781749561906383,3.0647633699136496,3.151490154890549,3.238344478568318,3.3253162031323393,3.412395826808348,3.499574428339759,3.586843626731959,3.6741955243104334,3.76162267843241,3.849118071390137,3.936675059497059,4.024287365618815,4.111949032229126
40,0.6462519676548577,0.712428929844391,0.7803131705000697,0.8497563945415356,0.9206251123761122,0.9927990871652171,1.066169900240452,1.140639690021684,1.216119972957674,1.2925306483176096,1.3697990849402875,1.4478592841502145,1.5266512139892732,1.6061201513695373,1.6862161185314146,1.7668934311444975,1.8481102064244073,1.929828024112235,2.012011551728772,2.094628269264211,2.177648176621609,2.261043556641148,2.3447887703415367,2.428860053107695,2.5132353604122932,2.5978941967800107,2.6828174869722394,2.76798744631922,2.8533874913669957,2.9390021015911354,3.024816761678994,3.110817868562243,3.1969926538095983,3.283329133748213,3.3698160214481994,3.4564426920961413,3.5431991219226373,3.6300758552940984,3.7170639505424705,3.80415495332465
