Date,Hist,ATM100,ATM80
11/02/17,14.00206481,21.793,24.088
11/01/17,13.91710712,21.801,23.529
10/31/17,14.427225,21.557,23.452
10/30/17,14.44853375,21.531,23.345
10/27/17,14.47992289,21.557,23.433
10/26/17,14.30381122,22.21,24.04
10/25/17,14.37355187,22.23,24.103
10/24/17,14.47436924,22.204,24.189
10/23/17,14.34787368,22.298,24.318
10/20/17,14.54079753,22.303,24.283
10/19/17,14.61399862,22.334,24.321
10/18/17,14.62689787,22.293,24.261
10/17/17,14.63002892,22.337,24.261
10/16/17,14.60216653,22.274,24.293
10/13/17,14.97831337,22.468,24.03
10/12/17,15.15890895,22.479,24.296
10/11/17,15.45344166,22.394,24.242
10/10/17,15.51521535,22.508,24.212
10/09/17,15.51894615,22.61,24.256
10/06/17,15.5178953,22.786,24.315
10/05/17,15.1065008,22.493,24.589
10/04/17,15.1105248,22.61,24.356
