Date,Hist,ATM100,ATM80,ATM60
05/31/18,14.92785918,26.834,30.472,28.878
05/30/18,14.97070332,26.975,30.688,28.925
05/29/18,15.01805275,26.739,30.415,29.106
05/28/18,15.01848746,26.902,30.519,28.921
05/25/18,15.08160926,26.279,29.943,29.348
05/24/18,14.13618229,25.939,29.74,29.069
05/23/18,14.12961231,25.765,29.284,28.951
05/22/18,15.51749319,25.398,28.922,28.76
05/21/18,15.61855779,25.824,29.215,29.056
05/18/18,15.5931255,25.82,29.355,28.668
05/17/18,15.76788303,26.106,29.803,28.735
05/16/18,15.71828533,26.238,30.213,29.606
05/15/18,15.63157897,26.16,30.299,28.855
05/14/18,15.47048222,26.36,30.699,28.905
05/11/18,15.45919723,25.512,29.245,28.398
05/10/18,15.47183184,25.29,28.911,28.92
05/09/18,15.44848818,24.747,28.251,29.096
05/08/18,14.55053163,24.369,27.855,28.54
05/07/18,14.31984861,24.671,28.405,29.502
05/04/18,14.2301415,24.275,27.885,29.381
05/03/18,14.39576624,24.468,28.243,29.734
05/02/18,14.4040764,25.131,28.88,29.881
05/01/18,14.5890456,25.336,29.195,30.3
04/30/18,14.66873162,25.338,29.349,30.345
04/27/18,14.63596767,24.753,28.768,30.205
04/26/18,15.09956538,24.429,28.584,29.973
04/25/18,15.09529043,24.601,28.628,29.571
04/24/18,15.09509732,24.985,29.435,30.139
04/23/18,15.1437005,26.097,29.919,31.005
04/20/18,15.14055265,25.831,29.867,30.703
04/19/18,15.17385051,25.821,29.685,30.426
04/18/18,15.0573013,25.924,29.966,30.721
04/17/18,15.04166321,26.039,30.323,30.698
04/16/18,15.09230898,26.479,30.925,31.275
04/13/18,15.07919209,25.661,29.679,31.244
04/12/18,15.06221401,25.497,29.304,31.029
04/11/18,14.98521541,25.527,29.476,31.098
04/10/18,14.77961551,25.352,29.315,31.187
04/09/18,14.64135126,24.716,28.825,30.361
04/06/18,14.74746799,24.948,29.356,29.684
04/05/18,14.46946998,24.476,28.799,29.675
04/04/18,14.43433571,24.845,28.957,29.751
04/03/18,14.45160033,25.455,29.54,30.738
04/02/18,14.40532939,25.416,29.679,30.909
03/30/18,14.40532939,25.58,29.511,31.623
03/29/18,13.81606093,24.404,28.602,30.941
03/28/18,13.84039493,25.695,29.643,31.622
03/27/18,13.82214525,26.345,30.108,31.973
03/26/18,13.81799071,25.967,29.778,31.542
03/23/18,13.80128918,25.574,29.473,31.053
03/22/18,13.68865958,25.282,29.518,30.918
03/21/18,13.65099743,24.939,28.931,31.476
03/20/18,13.05328537,24.962,29.081,31.346
03/19/18,13.24590861,25.071,29.28,31.17
03/16/18,13.22143422,24.808,28.964,31.044
03/15/18,13.20980645,25.151,29.229,31.184
03/14/18,13.21368492,24.946,29.218,30.83
03/13/18,13.32510202,24.746,28.955,29.996
03/12/18,13.63495474,24.71,28.946,30.366
03/09/18,13.63087228,24.512,28.569,30.698
03/08/18,13.08670326,25.279,29.439,30.692
03/07/18,13.79094049,25.204,29.557,30.623
03/06/18,13.83581912,24.402,28.776,30.17
03/05/18,13.85488031,24.478,28.879,29.913
03/02/18,13.54513964,24.896,29.194,30.068
03/01/18,13.76300211,25.105,29.473,30.046
02/28/18,13.90110221,24.621,29.328,29.544
02/27/18,12.73080998,23.556,27.914,29.145
02/26/18,12.67996153,23.399,27.507,29.241
02/23/18,12.56775301,23.767,28.116,29.384
02/22/18,12.24996874,24.317,29.091,29.826
02/21/18,12.25553527,25.605,30.278,30.38
02/20/18,12.26721879,26.367,30.923,30.422
02/19/18,12.34124747,26.204,30.705,29.926
02/16/18,12.20078461,26.774,31.264,29.996
02/15/18,12.19030073,26.556,31.268,29.904
02/14/18,12.21143262,26.379,31.01,30.087
02/13/18,12.20031401,27.429,32.288,30.169
02/12/18,12.23299812,26.675,31.498,30.202
02/09/18,12.23864429,26.986,31.387,28.019
02/08/18,11.90313401,24.867,29.243,26.749
02/07/18,11.9009986,23.324,28.047,25.844
02/06/18,12.53325465,22.13,26.933,25.013
02/05/18,12.42947464,21.743,26.587,24.71
02/02/18,12.50733965,20.977,25.29,24.74
02/01/18,12.00633044,20.425,24.986,24.29
01/31/18,12.25154314,20.883,25.54,24.258
01/30/18,12.25524156,21.343,26.129,25.103
01/29/18,12.3028928,21.048,25.567,24.828
01/26/18,12.20676269,20.607,25.589,24.699
01/25/18,12.2593358,21.34,26.234,25.042
01/24/18,12.46510269,21.716,26.821,25.064
01/23/18,12.31333527,21.507,26.849,25.123
01/22/18,12.29498647,21.41,26.753,24.85
01/19/18,12.4521315,21.247,26.383,24.973
01/18/18,12.44455423,21.038,26.114,25.275
01/17/18,12.44174713,21.556,26.619,25.34
01/16/18,12.55524542,21.761,26.754,25.625
01/15/18,12.38909224,21.315,26.305,25.073
01/12/18,12.2816233,21.225,26.207,25.075
01/11/18,12.2815869,20.651,25.449,24.681
01/10/18,12.28984058,20.408,25.079,24.727
01/09/18,12.31101002,20.558,25.188,24.949
01/08/18,12.20857382,20.382,25.731,24.597
01/05/18,12.15605928,20.479,25.92,24.517
01/04/18,12.23774594,20.698,26.059,24.299
01/03/18,12.2691952,21.135,26.48,24.656
01/02/18,12.27771209,21.51,26.605,24.848
01/01/18,12.27771209,21.23,25.351,24.859
12/29/17,12.2778619,21.307,26.145,24.765
12/28/17,12.79770421,21.41,26.8,24.817
12/27/17,12.86437005,21.376,26.712,24.63
12/26/17,12.85447557,21.319,26.648,24.699
12/25/17,12.85447557,21.454,26.347,24.507
12/22/17,12.595941,21.301,26.404,24.61
12/21/17,12.7939566,20.143,25.694,24.475
12/20/17,12.78267439,21.037,26.672,24.509
12/19/17,12.86718159,21.495,27.077,25.152
12/18/17,12.75952751,21.771,27.518,24.989
12/15/17,12.42703773,21.898,27.511,25.21
12/14/17,12.42955032,22.588,28.136,25.388
12/13/17,12.31851822,22.943,28.439,23.86
12/12/17,11.50785904,22.315,27.859,24.334
12/11/17,11.08549503,21.225,26.675,24.584
12/08/17,11.2029252,21.617,26.757,25.298
12/07/17,11.24559793,21.682,26.812,24.999
12/06/17,11.07255918,22.085,27.313,25.158
12/05/17,10.83414684,21.855,27.129,25.298
12/04/17,10.74317841,22.298,27.566,25.791
12/01/17,10.72557422,21.912,27.175,25.888
11/30/17,10.7092178,22.632,27.935,25.905
11/29/17,11.21871084,23.964,29.423,25.829
11/28/17,11.17160922,23.61,29.276,25.514
11/27/17,11.17644293,24.143,30.029,25.789
11/24/17,11.23991817,23.943,29.606,25.749
11/23/17,11.38338963,24.221,29.922,25.681
11/22/17,11.33884547,24.486,30.174,25.73
11/21/17,12.95800157,24.225,29.684,26.156
11/20/17,13.10668411,24.229,29.626,26.006
11/17/17,13.15160332,24.197,29.373,25.705
11/16/17,13.31919621,25.109,30.33,25.879
11/15/17,13.12709712,25.115,30.688,25.703
11/14/17,13.21622413,24.996,30.236,25.749
11/13/17,12.42869724,24.276,29.429,25.681
11/10/17,12.71035843,23.943,29.048,25.488
11/09/17,13.47515887,23.494,28.995,25.423
11/08/17,14.30844501,23.279,28.831,25.184
11/07/17,14.12033335,23.165,28.709,25.047
11/06/17,14.12765522,23.435,28.976,25.196
11/03/17,13.8945196,23.766,29.043,25.372
11/02/17,14.00206481,24.325,29.477,25.329
11/01/17,13.91710712,24.292,29.484,24.548
10/31/17,14.427225,24.053,29.112,24.238
10/30/17,14.44853375,24.286,29.034,24.432
10/27/17,14.47992289,24.479,28.852,24.46
10/26/17,14.30381122,25.158,29.885,24.94
10/25/17,14.37355187,25.932,30.858,25.141
10/24/17,14.47436924,25.691,30.354,24.937
10/23/17,14.34787368,26.164,30.791,25.118
10/20/17,14.54079753,25.914,30.236,25.18
10/19/17,14.61399862,26.285,30.791,24.966
10/18/17,14.62689787,26.041,30.505,25.032
10/17/17,14.63002892,26.137,30.226,24.962
10/16/17,14.60216653,25.849,29.93,24.766
10/13/17,14.97831337,26.636,30.754,25.145
10/12/17,15.15890895,26.653,30.683,25.049
10/11/17,15.45344166,26.702,30.876,24.953
10/10/17,15.51521535,27.152,31.18,25.125
10/09/17,15.51894615,27.483,31.457,25.25
10/06/17,15.5178953,27.781,31.407,25.766
10/05/17,15.1065008,27.271,31.315,25.2
10/04/17,15.1105248,27.736,31.591,25.031
10/03/17,15.14099614,27.55,31.515,24.814
10/02/17,15.14027031,27.327,31.441,24.482
09/29/17,15.18266779,26.967,31.278,24.587
09/28/17,15.38274239,27.038,31.181,24.927
09/27/17,15.69801615,26.864,31.053,24.917
09/26/17,15.69077298,27.329,31.346,24.894
09/25/17,16.31867674,27.181,31.153,24.575
09/22/17,16.31712433,27.478,31.05,23.477
09/21/17,16.64490092,27.464,31.084,23.392
09/20/17,17.01256144,27.092,30.404,23.002
09/19/17,17.04428622,27.565,30.58,23.121
09/18/17,16.96486194,27.472,30.825,22.793
09/15/17,17.04695251,27.265,30.748,22.937
09/14/17,16.9961289,27.722,31.17,22.668
09/13/17,17.00032741,27.681,31.142,23.203
09/12/17,17.01346085,28.093,31.199,23.359
09/11/17,17.05916731,28.293,31.467,23.61
09/08/17,17.06015269,28.683,31.872,23.619
09/07/17,16.75697233,27.721,31.013,23.643
09/06/17,16.75786434,27.913,31.378,23.444
09/05/17,16.90067995,27.918,30.943,23.492
09/04/17,16.91908238,28.873,32.083,23.868
09/01/17,16.82020995,28.414,31.57,23.878
08/31/17,16.82223191,28.413,31.798,23.597
08/30/17,15.62667182,28.995,31.794,24.467
08/29/17,15.83916636,29.061,32.235,24.107
08/28/17,16.03971217,29.544,32.951,24.445
08/25/17,15.92418456,29.22,32.501,24.096
08/24/17,15.911795,29.273,32.544,24.307
