Date,Hist,ATM100,ATM80,ATM60
05/07/20,64.56435114,56.863,64.945,64.059
05/06/20,64.61548671,57.332,65.476,66.403
05/05/20,64.60060355,53.152,64.445,63.303
05/04/20,62.82363546,55.712,65.969,70.139
05/01/20,62.78265932,56.973,68.677,69.827
04/30/20,62.6924627,58.698,65.498,65.457
04/29/20,61.91322013,57.799,68.307,71.035
04/28/20,62.02287468,63.087,73.677,74.195
04/27/20,62.02371556,63.317,74.111,74.779
04/24/20,61.99074698,60.015,68.947,72.289
04/23/20,62.00275266,61.191,66.7,69.517
04/22/20,62.00275747,55.564,63.76,66.429
04/21/20,61.53625839,69.816,82.552,80.161
04/20/20,56.55778813,54.28,59.562,58.972
04/17/20,56.55722167,54.28,59.562,58.972
04/16/20,56.63717062,48.306,52.542,53.95
04/15/20,56.67500735,48.22,52.704,54.44
04/14/20,55.6967763,47.637,53.446,54.041
04/13/20,55.69273361,44.352,50.542,51.873
04/10/20,55.69273361,43.054,49.569,51.607
04/09/20,55.18523009,48.34,55.86,55.12
04/08/20,55.18686639,47.045,54.783,54.478
04/07/20,55.23961788,48.357,55.904,55.187
04/06/20,55.06359747,47.649,54.794,54.852
04/03/20,55.03681879,51.794,57.584,60.14
04/02/20,54.76157485,55.241,60.937,64.779
04/01/20,54.25302395,56.521,61.868,64.135
03/31/20,53.93266722,53.451,59.265,63.322
03/30/20,54.23513236,56.554,62.35,61.997
03/27/20,54.21010501,56.729,62.954,62.811
03/26/20,54.08789672,52.826,60.05,63.143
03/25/20,54.17714812,52.45,58.5,60.667
03/24/20,53.72560058,59.49,66.46,64.511
03/23/20,53.37218671,64.66,71.617,68.322
03/20/20,52.89196345,68.573,75.359,71.443
03/19/20,52.62097918,63.246,70.054,67.569
03/18/20,49.9647001,72.035,79.217,66.972
03/17/20,47.20993071,60.802,66.377,61.873
03/16/20,47.17313687,54.924,60.221,62.937
03/13/20,45.53181748,49.281,55.094,56.702
03/12/20,45.53987086,47.698,53.512,56.207
03/11/20,45.48185206,43.033,48.495,49.949
03/10/20,45.5197691,43.768,51.558,50.112
03/09/20,43.24764255,47.503,55.295,49.12
03/06/20,22.52821921,35.12,39.229,37.737
03/05/20,19.25568254,32.034,35.886,35.539
03/04/20,19.10451675,31.762,35.312,35.278
03/03/20,19.16139702,31.622,35.013,34.609
03/02/20,19.15092094,31.301,34.545,34.766
02/28/20,18.09824123,31.57,35.364,33.587
02/27/20,16.60893893,30.67,33.899,32.91
02/26/20,17.29786239,30.398,34.173,32.701
02/25/20,16.99738861,30.617,34.221,33.284
02/24/20,16.18934365,29.178,32.748,32.445
02/21/20,18.40914817,28.636,31.875,31.428
02/20/20,18.35616977,28.044,31.296,31.357
02/19/20,18.37684531,27.722,31.019,31.101
02/18/20,18.26388198,28.417,31.424,31.579
02/17/20,18.27643918,28.423,31.449,31.778
02/14/20,18.3235397,28.755,31.704,31.653
02/13/20,18.62390557,28.74,31.714,31.374
02/12/20,19.05962973,28.581,31.649,30.798
02/11/20,19.0394501,29.313,32.291,30.8
02/10/20,19.1504035,30.206,32.783,31.307
02/07/20,19.23515759,29.16,32.025,31.945
02/06/20,19.25513889,29.348,32.284,31.119
02/05/20,19.20405311,29.467,32.05,30.719
02/04/20,18.8454345,30.324,32.849,31.346
02/03/20,18.82960884,31.243,33.705,32.023
01/31/20,18.7935413,31.879,34.387,32.301
01/30/20,18.87896117,30.791,33.336,32.344
01/29/20,19.29107529,29.243,31.935,31.664
01/28/20,19.38280917,29.66,32.316,32.022
01/27/20,19.35762288,30.208,32.809,32.628
01/24/20,20.42097872,29.627,32.76,32.673
01/23/20,19.95389273,28.716,32.082,31.913
01/22/20,19.96233795,27.948,31.274,31.144
01/21/20,19.59512945,26.967,30.204,30.352
01/20/20,19.64621469,26.568,30.289,29.617
01/17/20,19.66621308,26.698,30.174,29.91
01/16/20,19.69455445,26.681,30.004,29.671
01/15/20,19.95827771,27.218,30.265,30.521
01/14/20,19.93567699,27.546,30.659,30.781
01/13/20,19.93380545,28.29,31.228,31.059
01/10/20,19.86291613,27.925,30.886,30.672
01/09/20,19.84460656,28.61,31.62,31.667
01/08/20,19.87345084,29.581,32.983,32.837
01/07/20,18.56798097,28.262,32.406,31.73
01/06/20,18.66253679,28.285,32.337,31.722
01/03/20,19.07581822,26.777,30.921,30.698
01/02/20,18.90840081,26.776,30.98,30.386
01/01/20,18.90840081,26.3,30.524,30.417
12/31/19,18.87957386,26.554,30.812,29.954
12/30/19,18.7076408,25.605,29.962,29.372
12/27/19,18.68764423,24.62,29.143,29.423
12/26/19,18.78032814,24.73,29.206,29.121
12/25/19,18.78032814,25.981,30.22,29.036
12/24/19,18.82803197,25.275,29.552,29.24
12/23/19,18.89795697,26.676,30.97,29.676
12/20/19,18.89708959,26.755,31.013,30.74
12/19/19,19.3256823,26.005,30.11,30.561
12/18/19,19.42508741,26.55,30.368,31.099
12/17/19,19.42182693,26.429,29.646,30.919
12/16/19,19.51415363,27.117,30.371,31.543
12/13/19,19.84348488,27.432,30.647,31.983
12/12/19,19.90531626,27.657,30.591,31.964
12/11/19,19.87136534,28.308,31.107,32.14
12/10/19,19.78155723,28.187,31.04,31.825
12/09/19,19.96471343,28.37,31.083,32
12/06/19,20.40426635,28.215,31.037,32.487
12/05/19,23.46725324,29.18,32.24,33.106
12/04/19,23.53048634,30.209,33.194,33.044
12/03/19,22.9926911,31.34,33.632,33.858
12/02/19,23.25932408,31.059,33.665,33.477
11/29/19,23.13472685,31.172,33.281,33.565
11/28/19,21.15216467,29.141,32.187,33.204
11/27/19,21.12595607,29.478,32.38,33.235
11/26/19,21.09757583,29.278,32.208,33.147
11/25/19,22.10931033,29.695,32.571,33.32
11/22/19,22.1252273,29.645,32.707,33.653
11/21/19,22.0754938,29.708,32.32,33.336
11/20/19,22.27521322,30.676,32.996,33.215
11/19/19,21.91636483,31.599,33.805,33.949
11/18/19,21.60965201,31.101,33.053,34.79
11/15/19,21.61145082,30.747,32.583,33.354
11/14/19,21.56321884,31.208,32.931,33.646
11/13/19,21.67546429,31.583,33.368,33.424
11/12/19,21.68429987,31.819,33.611,33.62
11/11/19,21.68458419,31.805,33.674,33.657
11/08/19,21.69366163,31.512,33.265,33.308
11/07/19,21.80420711,31.51,33.817,32.905
11/06/19,21.74960024,31.708,33.989,33.171
11/05/19,21.66118692,30.832,33.608,33.875
11/04/19,22.35310419,31.163,33.757,33.477
11/01/19,23.67160152,31.422,33.698,33.989
10/31/19,22.69147486,31.663,33.734,33.623
10/30/19,22.7940929,31.105,32.958,33.464
10/29/19,22.49148241,30.856,32.691,34.088
10/28/19,23.47576753,31.959,34.884,34.089
10/25/19,23.5180179,31.948,34.891,35.236
10/24/19,23.78322169,33.011,35.469,36.285
10/23/19,24.33910077,33.789,36.295,36.082
10/22/19,27.3128703,33.983,36.547,34.914
10/21/19,27.28233115,34.148,36.577,34.925
10/18/19,27.37177366,34.139,36.62,34.833
10/17/19,27.36622568,34.472,36.589,33.76
10/16/19,27.37790971,35.072,37.155,34.291
10/15/19,27.34212189,35.324,37.313,32.561
10/14/19,27.30333475,35.197,37.292,33.072
10/11/19,27.28908524,35.153,37.404,33.453
10/10/19,26.96247077,34.582,37.199,33.807
10/09/19,27.09117449,34.958,37.459,33.903
10/08/19,27.31343223,35.175,37.983,34.184
10/07/19,27.33145437,35.451,37.933,34.549
10/04/19,27.88646127,35.27,38.059,34.533
10/03/19,27.81509018,35.478,38.288,34.514
10/02/19,27.80615825,35.322,38.355,34.444
10/01/19,27.78371532,34.988,38.161,33.421
09/30/19,28.49132338,34.801,38.129,32.644
09/27/19,28.31492537,34.407,36.787,32.409
09/26/19,28.28827065,34.408,36.662,32.708
09/25/19,28.31947457,35.166,38.082,32.888
09/24/19,28.31189261,35.709,38.873,32.823
09/23/19,28.40935226,35.31,36.901,32.576
09/20/19,29.08435159,36.709,38.009,32.5
09/19/19,29.14487445,37.024,38.956,33.207
09/18/19,29.21459342,35.961,38.21,32.01
09/17/19,29.1001454,37.338,39.833,32.428
09/16/19,28.92180359,39.949,41.217,33.152
09/13/19,26.40123924,33.865,37.506,32.61
09/12/19,26.3687091,33.665,37.359,32.139
09/11/19,26.35849986,32.903,36.603,32.082
09/10/19,27.05503079,33.091,37.165,31.634
09/09/19,27.070415,32.924,36.615,32.345
09/06/19,27.30997588,32.488,36.193,31.868
09/05/19,27.35531154,32.428,36.052,31.863
09/04/19,27.35770551,32.375,36.086,31.562
09/03/19,26.60917361,31.795,36.185,31.868
09/02/19,27.23442019,31.944,36.263,31.441
08/30/19,27.27165664,31.57,35.793,31.304
08/29/19,26.94461937,31.17,35.548,31.045
08/28/19,27.31598262,29.956,33.459,29.671
08/27/19,27.44570933,30.398,34.273,30.365
08/26/19,27.93159612,31.413,35.654,30.41
08/23/19,27.90375286,30.704,34.533,30.385
08/22/19,27.81112421,30.251,34.075,30.244
08/21/19,29.03390739,30.249,33.875,30.266
08/20/19,29.56005523,30.313,34.278,30.811
08/19/19,29.54144438,30.445,34.242,30.733
08/16/19,29.39759045,31.851,35.696,31.07
08/15/19,29.66827347,32.707,36.658,31.16
08/14/19,29.76197513,32.181,36.132,30.63
08/13/19,30.5706789,31.647,35.171,30.969
08/12/19,29.62983579,31.625,34.917,31.131
08/09/19,29.6398458,32.086,35.425,31.02
08/08/19,29.46686068,32.733,36.012,31.297
08/07/19,29.33906315,33.522,36.592,31.816
08/06/19,28.74007012,32.378,35.754,31.418
08/05/19,28.7560582,32.661,36.181,31.271
08/02/19,28.66657749,31.674,35.458,30.802
08/01/19,28.11139625,31.992,35.863,31.464
07/31/19,25.0684011,28.626,33.226,29.093
07/30/19,25.09493683,28.42,32.889,28.855
07/29/19,25.13903017,29.922,33.982,29.555
07/26/19,25.30215918,30.938,35.521,30.476
07/25/19,25.33866407,30.795,35.544,29.978
07/24/19,25.33264583,31.421,35.865,31.153
07/23/19,25.61951683,31.563,35.34,31.295
07/22/19,25.59024833,32.938,37.221,32.928
07/19/19,25.5625363,32.212,36.307,32.289
07/18/19,25.33308699,31.049,35.694,32.159
07/17/19,25.40170721,31.418,36.321,32.191
07/16/19,25.38907707,31.226,36.479,31.977
07/15/19,24.77120144,30.277,35.291,31.839
07/12/19,24.73420695,29.851,34.876,31.158
07/11/19,24.82060275,28.736,33.537,29.815
07/10/19,24.78680905,28.714,33.263,30.181
07/09/19,24.01487539,29.328,34.119,30.473
07/08/19,23.97878498,30.311,35.283,30.854
07/05/19,23.96439142,31.133,35.966,31.391
07/04/19,23.96472175,31.464,36.124,31.8
07/03/19,23.93575966,31.622,36.267,31.915
07/02/19,23.70203772,32.331,36.366,32.206
07/01/19,22.74701092,30.681,35.087,30.522
06/28/19,22.68618464,31.394,35.572,30.265
06/27/19,22.60529362,30.564,34.487,30.18
06/26/19,22.60625025,29.858,33.622,29.953
06/25/19,22.46583885,32.892,36.854,31.558
06/24/19,22.43968539,33.184,37.003,31.888
06/21/19,22.59160306,34.154,37.568,32.362
06/20/19,22.59764738,34.582,38.208,33.086
06/19/19,21.45347454,35.147,38.74,34.029
06/18/19,21.4444622,35.547,39.472,34.327
06/17/19,21.00082344,37.647,41.539,35.739
06/14/19,20.94967702,36.665,40.808,35.274
06/13/19,21.04006488,36.341,40.454,34.895
06/12/19,20.79427644,36.311,40.411,35.58
06/11/19,20.10118997,33.715,37.635,35.135
06/10/19,20.03146769,34.316,38.337,35.671
06/07/19,20.04114705,35.093,39.1,37.091
06/06/19,19.44295284,38.292,41.94,38.063
06/05/19,19.15298958,39.499,43.561,38.363
06/04/19,18.49043815,37.254,42.109,36.451
06/03/19,18.49759504,38.605,43.43,36.365
05/31/19,18.58209293,38.213,42.77,36.286
05/30/19,16.64077504,32.309,36.891,33.608
05/29/19,15.60572866,30.249,34.981,32.572
05/28/19,15.57773953,29.107,34.779,32.076
05/27/19,15.58556886,29.933,35.347,32.144
05/24/19,15.44514497,30.214,35.591,32.294
05/23/19,15.11299859,31.184,36.357,33.275
05/22/19,12.10942538,27.965,33.197,30.88
05/21/19,11.70254501,26.984,32.223,30.14
05/20/19,11.74842138,27.589,32.931,30.371
05/17/19,12.85545508,27.539,32.557,30.116
05/16/19,12.80621651,27.849,32.691,30.492
05/15/19,12.76006982,28.472,33.763,31.052
05/14/19,12.72745831,29.381,34.574,31.608
05/13/19,12.53452153,30.057,35.115,31.671
05/10/19,12.54652796,29.078,34.358,30.648
05/09/19,13.21104794,29.135,34.593,31.025
05/08/19,13.28405533,28.814,34.658,30.375
05/07/19,13.32539976,29.84,35.277,30.457
05/06/19,12.9778031,27.524,32.903,29.332
05/03/19,12.96297778,26.941,32.254,29.422
05/02/19,12.94375222,27.071,32.388,29.494
05/01/19,12.56990926,25.574,30.877,28.261
04/30/19,12.6377569,25.371,30.712,28.257
04/29/19,12.68381699,25.434,30.938,28.345
04/26/19,12.69667178,25.075,30.508,28.315
04/25/19,12.84901014,23.365,29.012,25.963
04/24/19,13.09502699,23.191,28.463,26.231
04/23/19,13.10269009,23.695,28.331,26.322
04/22/19,13.4846884,24.314,29.033,26.948
04/19/19,13.4846884,23.575,28.696,26.791
04/18/19,14.2337943,23.43,28.551,27.058
04/17/19,14.23418426,23.642,28.754,26.787
04/16/19,14.2181557,23.98,29.221,26.975
04/15/19,14.23936068,24.096,29.176,26.974
04/12/19,14.40855125,23.728,28.903,26.45
04/11/19,14.37357261,24.695,29.754,26.492
04/10/19,14.40756163,24.076,29.194,25.754
04/09/19,14.33197681,24.484,29.681,26.256
04/08/19,14.36486942,24.348,29.01,26.251
04/05/19,14.82475219,24.81,29.462,26.841
04/04/19,15.27708498,25.452,30.01,26.955
04/03/19,15.91504134,26.046,30.359,27.201
04/02/19,15.91615667,26.364,30.708,27.23
04/01/19,17.17724928,26.443,30.722,26.893
03/29/19,17.4466221,27.068,31.181,27.23
03/28/19,17.44395817,27.871,31.961,27.509
03/27/19,17.52254016,28.002,32.236,27.515
03/26/19,17.60585135,28.16,33.223,27.607
03/25/19,17.90328436,29.262,34.264,28.312
03/22/19,18.04985629,29.252,34.287,28.36
03/21/19,17.83523088,28.76,33.835,27.813
03/20/19,18.73866971,29.441,34.467,27.758
03/19/19,22.20034231,29.632,34.66,27.78
03/18/19,24.19220947,29.456,33.984,28.084
03/15/19,24.34957609,29.389,33.862,28.076
03/14/19,25.16807,29.846,33.946,28.239
03/13/19,25.37324457,30.478,34.406,28.66
03/12/19,26.90303959,30.544,34.518,28.541
03/11/19,26.91401948,30.326,34.035,28.27
03/08/19,27.06139697,30.119,33.844,28.212
03/07/19,27.23313437,29.902,33.509,28.2
03/06/19,27.23252427,29.891,33.468,27.977
03/05/19,27.24027127,29.865,33.369,27.855
03/04/19,27.85888447,30.264,33.698,28.085
03/01/19,27.74422162,30.468,33.961,28.224
02/28/19,27.8576141,30.056,33.43,28.057
02/27/19,27.8806349,30.158,33.458,28.055
02/26/19,27.86630227,30.783,34.225,28.425
02/25/19,28.53941774,31.24,34.615,28.746
02/22/19,28.35092797,29.797,32.833,28.018
02/21/19,28.45067898,29.416,32.207,27.911
02/20/19,28.51256001,30.138,32.949,28.385
02/19/19,28.5166283,30.786,33.595,28.877
02/18/19,28.64200986,30.49,33.505,28.844
02/15/19,30.42948589,30.855,33.596,28.982
02/14/19,30.16998581,31.547,34.279,29.077
02/13/19,30.40309091,32.012,34.755,29.261
02/12/19,32.29069426,32.358,34.969,29.108
02/11/19,32.24731471,32.551,34.837,29.145
02/08/19,32.24390892,32.428,34.908,29.106
02/07/19,32.34018237,32.77,35.253,29.113
02/06/19,32.29176139,32.801,35.264,28.248
02/05/19,33.61760003,32.737,34.842,28.193
02/04/19,33.61834136,32.389,34.365,28.12
02/01/19,33.67190916,33.368,35.311,27.977
01/31/19,33.23885286,33.651,35.51,27.785
01/30/19,33.550946,34.538,36.175,28.341
01/29/19,33.5587541,35.114,37.188,28.318
01/28/19,33.36151045,34.43,36.698,27.614
01/25/19,33.11941703,35.108,37.462,27.575
01/24/19,33.44536992,35.209,37.688,27.504
01/23/19,33.44682345,34.945,37.52,27.511
01/22/19,33.58916762,34.013,36.635,27.289
01/21/19,33.57614455,33.859,36.404,27.175
01/18/19,33.67683538,34.497,37.042,27.779
01/17/19,33.61519307,35.182,37.26,27.836
01/16/19,33.60992087,35.719,37.609,27.858
01/15/19,33.94398756,37.285,39.194,28.86
01/14/19,33.74495963,37.285,39.194,28.86
01/11/19,33.69975553,36.72,38.597,28.785
01/10/19,33.52558073,36.966,38.881,28.663
01/09/19,33.58654677,37.831,39.409,28.995
01/08/19,32.82885484,39.53,41.042,29.669
01/07/19,32.50833382,40.329,41.924,30.011
01/04/19,32.4710932,40.541,42.184,30.263
01/03/19,32.68511204,40.583,42.127,29.807
01/02/19,32.66158822,39.763,41.427,29.138
01/01/19,32.66158822,38.756,40.512,29.322
12/31/18,32.45679285,38.565,40.259,29.38
12/28/18,32.25583337,39.194,41.04,29.411
12/27/18,32.30622589,39.852,41.749,29.543
12/26/18,32.04325707,37.997,39.899,29.185
12/25/18,32.04325707,39.391,40.811,29.634
12/24/18,29.38813048,38.782,41.264,29.575
12/21/18,28.2993568,38.889,41.75,29.409
12/20/18,28.78327113,39.767,41.838,29.902
12/19/18,28.45355032,36.162,38.409,28.511
12/18/18,28.14554021,38.106,40.916,29.255
12/17/18,26.94638348,34.744,37.671,28.419
12/14/18,27.01452146,33.405,36.316,27.898
12/13/18,27.25005036,32.847,35.84,27.705
12/12/18,26.95906615,33.688,36.582,28.233
12/11/18,26.96534585,34.992,37.766,28.999
12/10/18,26.9287303,35.821,38.957,29.576
12/07/18,26.49393489,34.968,38.054,29.205
12/06/18,26.4598884,37.464,40.57,29.735
12/05/18,26.25972891,37.372,40.472,29.507
12/04/18,26.39118515,36.56,39.195,28.998
12/03/18,26.42466321,36.204,38.375,28.309
11/30/18,25.71866647,38.765,40.879,32.113
11/29/18,25.47647342,36.218,38.685,30.202
11/28/18,25.32406225,36.646,39.133,30.722
11/27/18,25.32027402,38.423,41.485,31.578
11/26/18,25.3035814,40.631,44.062,33.669
11/23/18,25.07686273,44.135,47.961,35.641
11/22/18,23.16021046,39.631,43.8,34.598
11/21/18,23.16528147,39.113,43.205,34.397
11/20/18,22.70872435,41.517,45.177,35.542
11/19/18,19.93250189,35.536,39.187,32.381
11/16/18,19.92735694,34.258,37.747,32.465
11/15/18,19.93605726,34.781,38.607,32.771
11/14/18,19.81976558,37.405,41.352,34.901
11/13/18,19.69633052,37.17,41.033,33.45
11/12/18,17.74994692,30.055,33.716,31.928
11/09/18,17.7389082,30.472,34.241,31.948
11/08/18,17.58141275,29.088,32.829,31.495
11/07/18,17.41977363,29.065,32.773,31.509
11/06/18,16.92972982,29.2,33.373,31.637
11/05/18,17.19951372,27.771,31.822,30.817
11/02/18,17.14808703,27.795,32.238,30.798
11/01/18,17.18886272,27.657,32.288,30.716
10/31/18,16.362403,26.342,30.929,30.205
10/30/18,16.29975359,26.415,30.918,30.027
10/29/18,16.80092596,25.904,30.345,29.993
10/26/18,16.93508925,25.631,30.524,29.833
10/25/18,16.89852574,25.622,30.608,29.793
10/24/18,16.88491073,25.956,31.159,29.922
10/23/18,17.06379513,26.092,30.865,29.703
10/22/18,16.54407252,25.193,29.465,29.182
10/19/18,16.6955838,25.373,29.483,29.357
10/18/18,16.62845397,25.393,29.706,29.441
10/17/18,16.55623925,25.169,29.595,29.52
10/16/18,16.38372385,24.935,29.121,29.088
10/15/18,16.43841293,25.155,29.278,29.114
10/12/18,16.51195578,24.969,29.424,28.948
10/11/18,16.69750986,25.364,29.595,28.902
10/10/18,15.66135171,24.753,28.953,29.142
10/09/18,15.06331705,24.311,28.679,28.968
10/08/18,15.05337876,24.739,29.095,29.173
10/05/18,15.11120831,24.739,29.095,29.173
10/04/18,17.06427487,24.576,28.782,29.243
10/03/18,16.75114839,24.575,28.843,29.301
10/02/18,16.66590563,24.097,27.501,29.224
10/01/18,18.24047771,24.089,27.774,29.105
09/28/18,17.75108336,24.228,27.895,29.168
09/27/18,17.7159459,24.517,27.97,29.142
09/26/18,17.70515635,24.492,28,29.104
09/25/18,17.69730854,24.497,27.795,28.997
09/24/18,17.70486915,24.73,28.02,27.032
09/21/18,17.34489313,24.751,28.528,29.268
09/20/18,17.51236164,24.679,28.212,29.046
09/19/18,17.45453835,24.746,28.108,29.198
09/18/18,17.48898155,24.792,28.149,29.343
09/17/18,17.47149711,25.366,28.739,29.514
09/14/18,17.91928677,25.628,29.009,29.813
09/13/18,17.92228434,25.521,29.012,29.752
09/12/18,18.26054778,25.366,28.625,29.872
09/11/18,18.32944073,25.469,28.577,29.898
09/10/18,18.21779282,25.713,29.032,29.927
09/07/18,18.2749797,25.726,29,29.977
09/06/18,18.69920566,25.823,29.229,29.784
09/05/18,19.88194616,25.69,28.914,29.744
09/04/18,20.03520259,25.453,28.783,29.701
09/03/18,20.35686892,25.189,28.514,29.768
08/31/18,20.39038874,25.156,28.393,29.606
08/30/18,20.32752765,25.23,28.625,29.312
08/29/18,20.3174915,25.06,28.413,29.09
08/28/18,20.43017268,24.58,28.578,28.9
08/27/18,20.48686638,24.418,28.012,28.812
08/24/18,20.51634566,24.541,28.215,28.797
08/23/18,20.57547171,25.291,29.054,29.144
08/22/18,20.57743697,25.768,29.345,28.949
08/21/18,20.00712219,26.137,29.939,29.599
08/20/18,20.33302847,26.242,30.109,29.603
08/17/18,20.3224717,26.454,30.105,29.574
08/16/18,20.37121192,26.097,29.911,29.381
08/15/18,20.8225092,26.388,30.225,29.387
08/14/18,20.67037007,25.766,29.638,29.428
08/13/18,20.6776219,25.964,29.82,29.451
08/10/18,20.66672112,26.037,29.775,29.713
08/09/18,20.75242255,26.159,29.62,29.721
08/08/18,20.76258039,26.557,30.19,29.8
08/07/18,20.1091843,25.86,29.499,29.291
08/06/18,20.09706973,26.119,29.768,29.04
08/03/18,20.18359252,26.49,30.162,29.158
08/02/18,20.27037085,26.531,30.293,29.231
08/01/18,20.12353538,26.82,30.561,29.247
07/31/18,19.74695304,26.601,30.421,28.911
07/30/18,20.22873682,25.938,29.639,28.625
07/27/18,20.40114227,25.641,29.444,28.698
07/26/18,20.38176629,25.422,29.048,28.575
07/25/18,20.59809386,25.252,28.905,28.005
07/24/18,20.55233074,25.674,29.171,27.949
07/23/18,20.51205546,25.976,29.188,27.993
07/20/18,20.40142438,25.906,29.16,27.497
07/19/18,20.43212183,26.515,29.771,27.77
07/18/18,20.42871115,26.745,30.153,27.912
07/17/18,20.38167673,27.616,31.029,28.383
07/16/18,20.31689376,28.701,32.251,28.926
07/13/18,18.88263402,27.053,30.579,28.251
07/12/18,18.94147087,27.408,30.824,28.621
07/11/18,18.77580496,27.707,31.148,28.565
07/10/18,17.29235957,26.001,29.274,28.187
07/09/18,17.33432071,26.466,29.62,28.583
07/06/18,17.28862685,26.773,29.942,28.68
07/05/18,17.31709692,26.978,30.473,29.075
07/04/18,17.31539414,26.945,30.466,29.068
07/03/18,17.40602433,27.045,30.596,29.1
07/02/18,17.54676565,26.936,30.507,28.684
06/29/18,17.47896145,25.976,29.388,28.643
06/28/18,17.48475923,25.832,29.31,28.926
06/27/18,17.79271223,25.965,29.498,28.976
06/26/18,17.79196685,24.57,28.911,28.869
06/25/18,17.39082848,25.161,29.153,28.712
06/22/18,17.46714526,25.162,29.053,28.697
06/21/18,17.45613045,26.537,30.079,28.467
06/20/18,17.27719582,26.834,30.472,28.878
06/19/18,17.24209135,26.975,30.688,28.925
06/18/18,17.15741288,26.739,30.415,29.106
06/15/18,16.7504901,26.902,30.519,28.921
06/14/18,15.26109846,26.279,29.943,29.348
06/13/18,14.92548637,25.939,29.74,29.069
06/12/18,14.9857387,25.765,29.284,28.951
06/11/18,14.91987322,25.398,28.922,28.76
06/08/18,15.0579631,25.832,29.31,28.926
06/07/18,15.0449246,25.965,29.498,28.976
06/06/18,14.89533696,24.57,28.911,28.869
06/05/18,14.76084811,25.161,29.153,28.712
06/04/18,14.68818676,25.162,29.053,28.697
06/01/18,14.51245066,26.537,30.079,28.467
