,Value Date,Underlying,Implied Vol,NPY,delta,gamma,vega,theta
0,2020-10-20,205,0.2,2.1890687534484163,0.1378553462867764,0.0065655886059986165,36.94246974514956,-0.01583312327587739
1,2020-10-20,210,0.2,2.944979275302604,0.17227389885667213,0.007442162976496207,43.75991830179767,-0.018894008603056563
2,2020-10-20,210,0.2,2.925826838883464,0.17163999244379569,0.0074401841362225565,43.56599820965123,-0.018886104449017605
3,2020-10-20,210,0.2,2.906682524904169,0.1710038739048811,0.007438121864035853,43.371688589193035,-0.018877985737070793
4,2020-10-20,212,0.2,3.2025579063183085,0.18428924339182143,0.007773355580453784,45.611632168811035,-0.02012597666050897
5,2020-10-20,212,0.2,3.2025579063183085,0.18428924339182143,0.007773355580453784,45.611632168811035,-0.02012597666050897
6,2020-10-20,214,0.21,4.081047872652678,0.21386140596777492,0.008022486055721137,50.36411116381992,-0.023336914492018107
7,2020-10-20,214,0.21,4.057384246977362,0.21321569830541137,0.008025455885110166,50.16836065803001,-0.023341993289064764
8,2020-10-20,215,0.21,4.250320132196671,0.2206647472704982,0.008165742654048163,51.30330264775717,-0.023986167315213833
9,2020-10-20,215,0.21,4.2259970286999815,0.22001700456005127,0.008169542910213582,51.106890378665625,-0.02399363043317818
10,2020-10-20,212,0.21,3.579715341079044,0.19548289804056818,0.007742722043074243,46.89150420815437,-0.022059676231498185
11,2020-10-20,212,0.21,3.5126214560633398,0.19349449092317875,0.007745146728455549,46.297017316972926,-0.022056548603633493
12,2020-10-20,222,0.21,5.8584378444970096,0.2778304438212455,0.009038830611490628,59.24747380494168,-0.028440566318023334
13,2020-10-20,227,0.21,7.362562447723885,0.3241850678496928,0.00947742916759561,64.95220552774549,-0.03131689437976756
14,2020-10-20,227,0.22,7.982646867135436,0.3339593729679787,0.009175604961985577,65.58921894284052,-0.03320618414150928
15,2020-10-20,227,0.22,7.948955842042057,0.33341626072428726,0.009189983862585283,65.40261036886226,-0.033252854169968496
16,2020-10-20,232,0.22,9.695726572131035,0.37952346675544685,0.009432550109857787,69.80841685303552,-0.03580772203639883
17,2020-10-20,232,0.22,9.659390975774738,0.37905489626269967,0.009450004436072886,69.62675908457494,-0.03586802681571955
18,2020-10-20,232,0.22,9.550015105612067,0.377634067627785,0.00950292043579338,69.07891643124236,-0.036050828692095895
19,2020-10-20,232,0.23,10.243068183203176,0.385723169719076,0.00914800355619527,69.52162319294973,-0.037851930863219536
20,2020-10-20,232,0.23,10.243068183203176,0.385723169719076,0.00914800355619527,69.52162319294973,-0.037851930863219536
